beek	noun	
che	noun	
mi	verb	
kureretab	noun	
soet	noun	
ak	conjunction	
che	noun	
mi	verb	
baragutab	noun	
soet	noun	
;	punc	
ak	conjunction	
kiyaak	verb	
ko	verb	
u	preposition	
noto	adjective	
.	punc	
<utt>		
kiguure	verb	
kamuktaindet	noun	
soet	noun	
kipseng'wet	noun	
.	punc	
<utt>		
ak	conjunction	
kiek	verb	
koskoleny	noun	
ak	conjunction	
kiek	verb	
karon	noun	
,	punc	
betut	noun	
ne	noun	
bo	conjunction	
aeng'	noun	
.	punc	
ak	conjunction	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ingoyumjigei	verb	
beek	noun	
yeto	noun	
ageng'e	noun	
che	noun	
mi	verb	
kureretab	noun	
kipseng'wetisiek	noun	
,	punc	
ak	conjunction	
ingotook	verb	
emet	noun	
ne	noun	
mami	verb	
beek	noun	
;	punc	
ak	conjunction	
kiyaak	verb	
ko	verb	
u	preposition	
noto	adjective	
ak	conjunction	
kiguure	verb	
kamuktaindet	noun	
emet	noun	
ne	noun	
mami	verb	
beek	noun	
ng'ony	noun	
;	punc	
ak	conjunction	
kiguure	verb	
beek	noun	
che	noun	
kagoyumgei	verb	
nyanjosiek	noun	
;	punc	
ak	conjunction	
kigeer	verb	
anyun	pronoun	
kamuktaindet	noun	
kole	verb	
mie	adjective	
ak	conjunction	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ingobityo	verb	
suswek	noun	
eng'	preposition	
ng'ony	noun	
,	punc	
ketik	noun	
alak	noun	
tugul	noun	
che	noun	
meng'echen	adjective	
che	noun	
bo	verb	
timin	noun	
,	punc	
che	noun	
yiei	verb	
keswek	noun	
,	punc	
ak	conjunction	
ketik	noun	
che	noun	
bo	verb	
logoek	noun	
che	noun	
yiei	verb	
logoek	noun	
ko	verb	
u	preposition	
kergeindanywa	noun	
che	noun	
tinyei	verb	
keswekwak	noun	
eng'	preposition	
'	punc	
orinywa	noun	
eng'	preposition	
'	punc	
ng'ony	noun	
;	punc	
ak	conjunction	
kiyaak	verb	
ko	verb	
u	preposition	
noto	adjective	
.	punc	
<utt>		
kibityo	verb	
anyun	pronoun	
suswek	noun	
eng'	preposition	
'	punc	
ng'ony	noun	
,	punc	
ketik	noun	
alak	noun	
tugul	adjective	
che	noun	
meng'echen	adjective	
che	noun	
bo	verb	
timin	noun	
che	noun	
yiei	verb	
keswek	noun	
ko	verb	
u	conjunction	
kergeindanywa	noun	
,	punc	
ak	conjunction	
ketik	noun	
che	noun	
yiei	verb	
logoek	noun	
,	punc	
che	noun	
tinyei	verb	
keswekwak	noun	
eng'	preposition	
'	punc	
orinywa	noun	
,	punc	
ko	verb	
u	preposition	
kergeindanywa	noun	
,	punc	
ak	conjunction	
kigeer	verb	
kamuktaindet	noun	
kole	verb	
mie	adjective	
.	punc	
<utt>		
ak	conjunction	
kiek	verb	
koskoleny	noun	
ak	conjunction	
kiek	verb	
karon	noun	
,	punc	
betut	noun	
ne	noun	
bo	verb	
somok	noun	
.	punc	
<utt>		
ak	conjunction	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ingobiit	verb	
tuguk	noun	
che	noun	
iluu	verb	
eng'	preposition	
soetab	noun	
kipseng'wetisiek	noun	
si	conjunction	
kobiit	verb	
kobesio	verb	
bet	noun	
ak	conjunction	
kemoi	noun	
;	punc	
si	conjunction	
koek	verb	
choto	noun	
kabonmoik	noun	
,	punc	
che	noun	
bo	verb	
arawek	noun	
,	punc	
ak	conjunction	
betusiek	noun	
ak	conjunction	
kenyisiek	noun	
;	punc	
ingoek	verb	
choto	noun	
che	noun	
iluu	verb	
eng'	preposition	
soetab	noun	
kipseng'wetisiek	noun	
si	conjunction	
kobiit	verb	
koluuchi	verb	
ng'ony	noun	
;	punc	
ak	conjunction	
kiyaak	verb	
ko	verb	
u	preposition	
noto	adjective	
.	punc	
<utt>		
kiyai	verb	
kamuktaindet	noun	
tuguk	noun	
che	noun	
iluu	verb	
aeng'	noun	
'	punc	
che	noun	
eechen	adjective	
;	punc	
si	conjunction	
kobiit	verb	
koboi	verb	
ne	noun	
o	adjective	
bet	noun	
,	punc	
ak	conjunction	
koboi	verb	
kemoi	noun	
ne	noun	
ming'in	adjective	
;	punc	
kiyai	verb	
kecheik	noun	
agichek	noun	
.	punc	
<utt>		
kiinde	verb	
kamuktaindet	noun	
choto	noun	
soetab	noun	
kipseng'wetisiek	noun	
si	conjunction	
kobiit	verb	
koluuchi	verb	
ng'ony	noun	
,	punc	
si	conjunction	
koboi	verb	
bet	noun	
ak	conjunction	
kemoi	noun	
,	punc	
kobesio	verb	
lapkeiyet	noun	
ak	conjunction	
mesundeito	noun	
;	punc	
ak	conjunction	
kigeer	verb	
kamuktaindet	noun	
kole	verb	
mie	adjective	
.	punc	
<utt>		
ak	conjunction	
kiek	verb	
koskoleny	noun	
ak	conjunction	
kiek	verb	
karon	noun	
,	punc	
betut	noun	
ne	noun	
bo	verb	
ang'wan	noun	
.	punc	
<utt>		
ak	conjunction	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ingochang'a	verb	
koek	verb	
ng'isiat	noun	
tuguk	noun	
che	noun	
soptos	verb	
eng'	preposition	
beek	noun	
,	punc	
ingotirirenso	verb	
taritik	noun	
eng'	preposition	
'	punc	
baragutab	noun	
ng'ony	noun	
eng'	preposition	
'	punc	
soetab	noun	
kipseng'wetisiek	noun	
.	punc	
<utt>		
ak	conjunction	
kitoi	verb	
kamuktaindet	noun	
koyai	verb	
njirenik	noun	
che	noun	
eechen	adjective	
,	punc	
ak	conjunction	
kiy	noun	
age	adjective	
tugul	adjective	
ne	noun	
sobei	verb	
,	punc	
ne	noun	
wendote	verb	
beek	noun	
,	punc	
eng'	preposition	
chang'indo	noun	
,	punc	
ko	verb	
u	preposition	
kergeindanywa	noun	
,	punc	
ak	conjunction	
tarit	noun	
age	adjective	
tugul	adjective	
ne	noun	
tinyei	verb	
kebebaik	noun	
ko	verb	
u	preposition	
kergeindanyi	noun	
;	punc	
ak	conjunction	
kigeer	verb	
kamuktaindet	noun	
kole	verb	
mie	adjective	
.	punc	
kiiberur	verb	
kamuktaindet	noun	
ichek	noun	
,	punc	
kolenji	verb	
,	punc	
oiiye	verb	
,	punc	
otesage	verb	
,	punc	
onyi	verb	
beekab	noun	
nyanjosiek	noun	
,	punc	
ak	conjunction	
ingotesogis	verb	
taritik	noun	
eng'	preposition	
'	punc	
ng'ony	noun	
.	punc	
<utt>		
ak	conjunction	
kiek	verb	
koskoleny	noun	
ak	conjunction	
kiek	verb	
karon	noun	
,	punc	
betut	noun	
ne	noun	
bo	verb	
mut	noun	
.	punc	
<utt>		
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ingoii	verb	
ng'ony	noun	
tuguk	noun	
che	noun	
soptos	verb	
ko	verb	
u	preposition	
kergeindanywa	noun	
,	punc	
tuga	noun	
,	punc	
ak	conjunction	
che	noun	
ichuutegei	verb	
,	punc	
ak	conjunction	
tiong'ik	noun	
che	noun	
bo	verb	
ng'ony	noun	
ko	verb	
u	preposition	
kergeindanywa	noun	
;	punc	
ak	conjunction	
kiyaak	verb	
ko	verb	
u	preposition	
noto	adjective	
.	punc	
<utt>		
ak	conjunction	
kiyai	noun	
kamuktaindet	noun	
tiong'ik	adjective	
che	noun	
bo	noun	
ng'ony	verb	
ko	adjective	
u	preposition	
kergeindanywa	punc	
,	conjunction	
ak	noun	
tuga	verb	
ko	adjective	
u	preposition	
kergeindanywa	punc	
;	conjunction	
ak	noun	
tuguk	adjective	
tugul	adjective	
che	noun	
ichuutegei	verb	
eng'	preposition	
'	punc	
ng'ony	noun	
ko	verb	
u	adjective	
kergeindanjrwa	noun	
,	punc	
ak	conjunction	
kigeer	verb	
kamuktaindet	noun	
kole	verb	
mie	adjective	
.	punc	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ongeyai	verb	
chito	noun	
eng'	preposition	
itondanyo	noun	
,	punc	
ko	verb	
u	adjective	
kergeindanyo	noun	
:	punc	
ak	conjunction	
ingoboi	verb	
ichek	noun	
njirenik	noun	
che	noun	
mi	verb	
nyanjosiek	noun	
,	punc	
ak	conjunction	
taritik	noun	
che	noun	
bo	verb	
barak	noun	
,	punc	
ak	conjunction	
tuga	noun	
,	punc	
ak	conjunction	
ng'ony	noun	
komugul	adjective	
,	punc	
ak	conjunction	
tiong'ik	noun	
tugul	noun	
che	noun	
ichuutegei	verb	
ng'ony	noun	
.	punc	
<utt>		
kitoi	verb	
anyun	noun	
kamuktaindet	noun	
koyai	verb	
chito	noun	
eng'	preposition	
itondanyi	noun	
,	punc	
kitoi	verb	
koyai	verb	
chito	noun	
eng'	preposition	
itondab	noun	
kamuktaindet	noun	
;	punc	
kitoi	verb	
koyai	verb	
muren	noun	
ak	conjunction	
tie	noun	
.	punc	
<utt>		
ak	conjunction	
kiiberur	verb	
kamuktaindet	noun	
ichek	noun	
;	punc	
ak	conjunction	
kilenji	verb	
kamuktaindet	noun	
ichek	noun	
,	punc	
oiiye	verb	
,	punc	
otesage	verb	
,	punc	
si	conjunction	
onyi	verb	
ng'ony	noun	
;	punc	
ak	conjunction	
obou	verb	
;	punc	
ak	conjunction	
olaitorane	verb	
njirenik	noun	
che	noun	
bo	verb	
nyanjosiek	noun	
,	punc	
ak	conjunction	
taritik	noun	
che	noun	
bo	verb	
barak	noun	
,	punc	
ak	conjunction	
kiy	noun	
age	adjective	
tugul	adjective	
ne	noun	
sobei	verb	
ne	noun	
wendote	verb	
ng'ony	noun	
.	punc	
<utt>		
ak	conjunction	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
ogeero	verb	
,	punc	
kaagonok	verb	
ketik	noun	
alak	noun	
tugul	adjective	
che	noun	
meng'echen	noun	
che	noun	
bo	verb	
timin	noun	
che	noun	
tinyei	verb	
keswek	noun	
che	noun	
mi	verb	
baragutab	noun	
ng'ony	noun	
,	punc	
ak	conjunction	
ket	noun	
age	adjective	
tugul	adjective	
ne	noun	
tinyei	verb	
logoekyik	noun	
keswek	noun	
,	punc	
koek	verb	
amitwogikwok	noun	
.	punc	
kaagochi	verb	
anyun	noun	
ketik	noun	
alak	noun	
tugul	adjective	
che	noun	
meng'echen	noun	
che	noun	
nyalilen	noun	
koek	verb	
amitwogikab	noun	
tiony	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
ng'ony	noun	
;	punc	
ak	conjunction	
tarit	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
barak	noun	
,	punc	
ak	conjunction	
kiy	noun	
age	adjective	
tugul	adjective	
ne	noun	
ichuutegei	noun	
ng'ony	noun	
ne	noun	
tinyei	verb	
kabusetab	noun	
sobondo	noun	
;	punc	
ak	conjunction	
kiyaak	verb	
ko	verb	
u	adjective	
noto	adjective	
.	punc	
<utt>		
ak	conjunction	
kigeer	verb	
kamuktaindet	noun	
tuguk	noun	
tugul	adjective	
che	noun	
kiga	verb	
koyai	verb	
kole	verb	
miachen	adjective	
mising'	adjective	
.	punc	
<utt>		
ak	conjunction	
kiek	verb	
koskoleny	noun	
ak	conjunction	
kiek	verb	
karon	noun	
,	punc	
betut	noun	
ne	noun	
bo	verb	
lo	noun	
.	punc	
<utt>		
kigiges	verb	
anyun	noun	
yaetab	noun	
kipseng'wetisiek	noun	
ak	conjunction	
ng'ony	noun	
ak	conjunction	
chang'indanywa	noun	
tugul	adjective	
.	punc	
<utt>		
kiiges	verb	
kamuktaindet	noun	
boisionikyik	noun	
che	noun	
kiga	verb	
koyai	verb	
eng'	preposition	
betut	noun	
ne	noun	
bo	verb	
tisab	noun	
;	punc	
ak	conjunction	
kiimuuny	verb	
eng'’	preposition	
betut	noun	
ne	noun	
bo	verb	
tisab	noun	
eng'	preposition	
boisionikyik	noun	
tugul	adjective	
che	noun	
kiga	verb	
koyai	verb	
.	punc	
<utt>		
ak	conjunction	
kiiberur	verb	
kamuktaindet	noun	
betutab	noun	
tisab	noun	
,	punc	
kotaban	verb	
:	punc	
amu	verb	
kiimuuny	verb	
eng'	preposition	
betut	noun	
noto	adjective	
eng'	preposition	
boisionikyik	noun	
tugul	adjective	
che	noun	
kitoi	verb	
kamuktaindet	noun	
koyai	verb	
.	punc	
<utt>		
komi	verb	
adam	noun	
ak	conjunction	
awa	noun	
mbaretab	noun	
eden	noun	
chu	adjective	
taimaik	noun	
che	noun	
bo	verb	
kipseng'wetisiek	noun	
ak	conjunction	
ng'ony	noun	
eng'	preposition	
betimoto	noun	
ne	noun	
kiyai	verb	
jehovah	noun	
kamuktaindet	noun	
kipseng'wetisiek	noun	
ak	conjunction	
ng'ony	noun	
,	punc	
kitomo	verb	
kobiit	verb	
ket	noun	
ne	noun	
bo	verb	
kewet	noun	
eng'	preposition	
ng'ony	noun	
,	punc	
ak	conjunction	
kitomo	verb	
kobityo	verb	
ketik	noun	
alak	noun	
tugul	adjective	
che	noun	
meng'echen	noun	
che	noun	
bo	verb	
kewet	noun	
:	punc	
amu	verb	
kitomo	verb	
kogochi	verb	
jehovah	noun	
kamuktaindet	noun	
korobonji	noun	
ng'ony	noun	
,	punc	
ak	conjunction	
kima	verb	
komi	verb	
chi	noun	
ne	noun	
ibati	verb	
ng'ony	noun	
.	punc	
<utt>		
ago	verb	
kitogosta	verb	
kibungweret	noun	
eng'	preposition	
ng'ony	noun	
,	punc	
ak	conjunction	
kobis	verb	
ng'ony	noun	
komugul	adjective	
.	punc	
<utt>		
ak	conjunction	
kiyai	verb	
jehovah	noun	
kamuktaindet	noun	
chito	noun	
eng'	preposition	
ng'ung'unyek	noun	
,	punc	
ak	conjunction	
kobusyi	verb	
serunekyik	noun	
kabuset	noun	
ne	noun	
bo	verb	
sobondo	noun	
;	punc	
kiek	verb	
anyun	noun	
chichoto	noun	
,	punc	
chito	noun	
ne	noun	
sobei	verb	
.	punc	
<utt>		
kigol	verb	
jehovah	noun	
kamuktaindet	noun	
mbaret	noun	
eng'	preposition	
eden	noun	
eng'	preposition	
komostab	noun	
kong'asis	noun	
,	punc	
ak	conjunction	
konde	verb	
oloto	noun	
chichoto	noun	
kiga	verb	
koyai	verb	
.	punc	
<utt>		
ak	conjunction	
kiigochi	verb	
jehovah	noun	
kamuktaindet	noun	
kobit	verb	
ket	noun	
age	adjective	
tugul	adjective	
eng'	preposition	
ng'ony	noun	
ne	noun	
kararan	adjective	
eng'*	preposition	
keeret	noun	
,	punc	
ak	conjunction	
ne	noun	
mie	adjective	
eng'	preposition	
amet	noun	
;	punc	
ak	conjunction	
ketit	noun	
ne	noun	
bo	verb	
sobondo	noun	
eng'	preposition	
kwenutab	noun	
mbaret	noun	
,	punc	
ak	conjunction	
ketit	noun	
ne	noun	
bo	verb	
naet	noun	
ne	noun	
kinae	verb	
ne	noun	
mie	adjective	
ak	conjunction	
ne	noun	
ya	adjective	
.	punc	
<utt>		
ak	conjunction	
kimong'une	verb	
eden	noun	
ainet	noun	
ne	noun	
ibisi	verb	
mbaret	noun	
;	punc	
yeityo	verb	
kopcheigei	verb	
eng'	preposition	
oloto	noun	
,	punc	
koek	verb	
ainosiek	noun	
ang'wan	noun	
.	punc	
<utt>		
kainetab	noun	
ne	noun	
bo	verb	
tai	noun	
ko	verb	
pison	noun	
:	punc	
noto	noun	
ne	noun	
yiemei	verb	
emet	noun	
komugul	adjective	
ne	noun	
bo	verb	
abilaolemi	noun	
tahabu	noun	
;	punc	
miachen	adjective	
tahabu	noun	
che	noun	
bo	verb	
emonoto	noun	
:	punc	
mitei	verb	
oloto	noun	
bedola	noun	
ak	conjunction	
soam	noun	
.	punc	
<utt>		
kiguure	verb	
ainet	noun	
ne	noun	
bo	verb	
aeng'	noun	
gion	noun	
:	punc	
noto	noun	
ne	noun	
yiemei	verb	
emet	noun	
komugul	adjective	
ne	noun	
bo	verb	
kus	noun	
.	punc	
<utt>		
kiguure	verb	
ainet	noun	
ne	noun	
bo	verb	
somok	noun	
hidikel	noun	
,	punc	
noto	noun	
ne	noun	
wendi	verb	
komostab	noun	
kong'asis	noun	
ne	noun	
bo	verb	
asuria	noun	
.	punc	
<utt>		
kiguure	verb	
ainet	noun	
ne	noun	
bo	verb	
ang'wan	noun	
euprate	noun	
.	punc	
<utt>		
kiimut	verb	
jehovah	noun	
kamuktaindet	noun	
chito	noun	
kwo	verb	
kotebe	verb	
mbaretab	noun	
eden	noun	
si	conjunction	
kobiit	verb	
kosemberi	verb	
ak	conjunction	
koribei	verb	
.	punc	
<utt>		
king'at	verb	
jehovah	noun	
kamuktaindet	noun	
chichoto	noun	
kolenji	verb	
,	punc	
imuchi	verb	
iam	verb	
logoek	noun	
che	noun	
bo	verb	
ket	noun	
age	adjective	
tugul	adjective	
ne	noun	
imache	verb	
ne	noun	
mi	verb	
mbaret	noun	
;	punc	
ago	conjunction	
amat	verb	
iam	verb	
che	noun	
bo	verb	
ketit	noun	
ne	noun	
bo	verb	
naet	noun	
ne	noun	
kinae	verb	
ne	noun	
mie	adjective	
ak	conjunction	
ne	noun	
ya	adjective	
;	punc	
amu	verb	
eng'	preposition	
betut	noun	
ne	noun	
keam	verb	
che	noun	
bo	verb	
ketoto	noun	
,	punc	
imee	verb	
ne	noun	
matiny	verb	
.	punc	
<utt>		
kimwa	verb	
jehovah	noun	
kamuktaindet	noun	
kole	verb	
ma	verb	
mie	adjective	
kotebi	verb	
chi	noun	
inegei	preposition	
;	punc	
ayachini	verb	
ne	noun	
toreti	verb	
ne	noun	
kergei	verb	
ak	conjunction	
inendet	noun	
.	punc	
<utt>		
kiyai	verb	
anyun	noun	
jehovah	noun	
kamuktaindet	noun	
tiony	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
ng'ony	noun	
eng'	preposition	
ng'img'unyek	noun	
,	punc	
ak	conjunction	
tarit	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
barak	noun	
,	punc	
ak	conjunction	
kokwerichi	verb	
chichoto	noun	
tiong'ichoto	noun	
kogeer	verb	
ole	verb	
tochindoi	verb	
kainaik	noun	
;	punc	
ak	conjunction	
kainet	noun	
ne	noun	
kiguure	verb	
chichoto	noun	
kiy	noun	
age	adjective	
tugul	adjective	
ne	noun	
sobei	verb	
,	punc	
ko	verb	
kiek	verb	
kainenounyi	noun	
noto	noun	
.	punc	
<utt>		
ak	conjunction	
kitochi	verb	
chichoto	noun	
tuga	noun	
tugul	adjective	
kainaik	noun	
,	punc	
ak	conjunction	
taritik	noun	
che	noun	
bo	verb	
barak	noun	
,	punc	
ak	conjunction	
tiony	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
ng'ony	noun	
;	punc	
ago	verb	
kima	verb	
biit	verb	
ne	noun	
toreti	verb	
chichoto	noun	
ne	noun	
kergei	verb	
ak	conjunction	
inendet	noun	
.	punc	
<utt>		
kiigochi	verb	
anyun	noun	
jehovah	verb	
kamuktaindet	noun	
chichoto	noun	
ruondo	noun	
ne	noun	
nyigis	adjective	
,	punc	
konuuch	verb	
:	punc	
ak	conjunction	
konem	verb	
karasta	noun	
ageng'e	noun	
,	punc	
ak	conjunction	
kotuge	verb	
yoto	noun	
banyek	noun	
kogeere	verb	
karasato	noun	
:	punc	
ak	conjunction	
kiyai	verb	
jehovah	noun	
kamuktaindet	noun	
karasato	noun	
kiinemune	verb	
chichoto	noun	
,	punc	
koek	verb	
kwondo	noun	
;	punc	
ak	conjunction	
komutyi	verb	
chichoto	noun	
.	punc	
<utt>		
ak	conjunction	
komwa	verb	
chichoto	noun	
kole	verb	
,	punc	
ni	noun	
anyun	noun	
nguno	noun	
ko	verb	
kowet	noun	
ne	noun	
bo	verb	
kowekyuk	noun	
,	punc	
ak	conjunction	
banyek	noun	
che	noun	
bo	verb	
banyekab	noun	
bortanyu	noun	
:	punc	
kiguure	verb	
kainenounyi	noun	
kwondo	noun	
,	punc	
amu	verb	
kaginemune	verb	
muren	noun	
.	punc	
<utt>		
amu	verb	
noto	adjective	
anyun	noun	
,	punc	
bagaktoi	verb	
mureno	noun	
kwandanyi	noun	
ak	conjunction	
kamenounyi	noun	
ak	conjunction	
konamgei	verb	
ak	conjunction	
kwondanyi	noun	
		
;	punc	
ak	conjunction	
koek	verb	
ichek	noun	
borto	noun	
ageng'e	noun	
.	punc	
<utt>		
ak	conjunction	
kitebyei	verb	
tuwai	adjective	
ach	verb	
ngor	noun	
,	punc	
chichoto	noun	
ak	conjunction	
kwondanyi	noun	
,	punc	
ak	conjunction	
kima	verb	
kolilandos	verb	
.	punc	
<utt>		
yomset	noun	
ak	conjunction	
kabutetab	noun	
chito	noun	
ki	verb	
ng'alindet	noun	
ndaret	noun	
kosiir	verb	
tiony	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
ng'ony	noun	
ne	noun	
kiga	verb	
koyai	verb	
jehovah	noun	
kamuktaindet	noun	
.	punc	
<utt>		
kilenji	verb	
anyun	noun	
kwondo	noun	
,	punc	
tos	adjective	
,	punc	
iman	noun	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
amat	verb	
oam	verb	
logoek	noun	
che	noun	
bo	verb	
ketit	noun	
age	adjective	
tugul	adjective	
ne	noun	
bo	verb	
mbaret	noun	
?	punc	
<utt>		
ak	conjunction	
kilenji	verb	
kwondo	noun	
ndaret	noun	
,	punc	
kichamwech	verb	
keam	verb	
logoek	noun	
che	noun	
bo	verb	
ketikab	noun	
mbaret	noun	
:	punc	
ago	conjunction	
kimwa	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
amat	verb	
oam	verb	
logoek	noun	
che	noun	
bo	verb	
ketit	noun	
ne	noun	
mi	verb	
kwenutab	noun	
mbaret	noun	
,	punc	
amat	verb	
otwa	verb	
,	punc	
si	conjunction	
mobegu	verb	
.	punc	
<utt>		
kolenji	verb	
ndaret	noun	
kwondo	noun	
,	punc	
iman	adjective	
,	punc	
mobegu	verb	
:	punc	
amu	verb	
ingen	verb	
kamuktaindet	noun	
kole	verb	
,	punc	
eng'	preposition	
betut	noun	
ne	noun	
koam	verb	
che	noun	
bo	verb	
ketoto	noun	
koyatogis	verb	
konyekwok	noun	
,	punc	
ak	conjunction	
ogergeitu	verb	
ak	conjunction	
kamuktaindet	noun	
,	punc	
onai	verb	
ne	noun	
mie	adjective	
ak	conjunction	
ne	noun	
ya	adjective	
.	punc	
<utt>		
ak	conjunction	
ye	conjunction	
kingogeer	verb	
kwondo	noun	
kole	verb	
mie	adjective	
ketoto	noun	
eng'	preposition	
amet	noun	
,	punc	
ak	conjunction	
ko	verb	
kararan	adjective	
eng'	preposition	
konyek	noun	
,	punc	
ak	conjunction	
ko	verb	
ketit	noun	
ne	noun	
kichamei	verb	
ne	noun	
ing'omiti	verb	
chi	noun	
,	punc	
kobut	verb	
anyim	noun	
logoekyik	noun	
koam	verb	
;	punc	
ak	conjunction	
kogochi	verb	
manong'otiondenounyi	noun	
ne	noun	
kimi	verb	
tuwai	adjective	
koam	verb	
agine	noun	
.	punc	
<utt>		
koyatogis	verb	
anyim	noun	
konyekwak	noun	
ichek	noun	
tuwai	adjective	
,	punc	
ak	conjunction	
konai	verb	
kole	verb	
mi	verb	
ach	verb	
ngor	noun	
;	punc	
konabanab	verb	
anyun	noun	
sogekab	noun	
mogoiywet	noun	
,	punc	
konapchigei	verb	
ngoroik	noun	
che	noun	
kigermenegei	verb	
.	punc	
<utt>		
ak	conjunction	
kigas	verb	
jehovah	noun	
kamuktaindet	noun	
kowendoti	verb	
eng'	preposition	
mbar	noun	
ye	conjunction	
kiga	verb	
kogaititit	verb	
koskoleny	noun	
;	punc	
koimgei	verb	
koistoegei	verb	
ole	preposition	
mi	verb	
jehovah	noun	
kamuktaindet	noun	
chichoto	noun	
ak	conjunction	
kwondanyi	noun	
,	punc	
eng'*	preposition	
ketik	noun	
orit	noun	
che	noun	
mi	verb	
mbar	noun	
.	punc	
<utt>		
koguur	verb	
anyim	noun	
jehovah	noun	
kamuktaindet	noun	
chichoto	noun	
,	punc	
kolenji	verb	
,	punc	
imi	verb	
ano	preposition	
?	punc	
<utt>		
kowoiji	verb	
inendet	noun	
,	punc	
kolenji	verb	
,	punc	
kagas	verb	
kuting'ung	noun	
eng'	preposition	
mbar	noun	
,	punc	
ak	conjunction	
kaiywei	verb	
,	punc	
amu	verb	
ami	verb	
ach	verb	
ngor	noun	
,	punc	
kaungei	verb	
anyun	noun	
amu	verb	
noto	conjunction	
.	punc	
<utt>		
ak	conjunction	
komwa	verb	
kole	verb	
,	punc	
ng’o	noun	
ne	noun	
kamwaun	verb	
kole	verb	
,	punc	
imi	verb	
ach	verb	
ngor	noun	
?	punc	
<utt>		
keam	verb	
che	noun	
bo	verb	
ketoto	noun	
kiang'atin	verb	
ale	verb	
amat	verb	
iam	verb	
?	punc	
<utt>		
kolenji	verb	
chito	noun	
,	punc	
kwondo	noun	
ne	noun	
kiigona	verb	
ketebi	verb	
tuwai	adjective	
,	punc	
inendet	noun	
ne	noun	
kagona	verb	
che	noun	
bo	verb	
ketit	noun	
,	punc	
ak	conjunction	
kaam	verb	
.	punc	
<utt>		
kolenji	verb	
jehovah	noun	
kamuktaindet	noun	
kwondo	noun	
.	punc	
nee	noun	
ni	adjective	
kaiyai	verb	
?	punc	
<utt>		
kole	verb	
kwondo	noun	
,	punc	
kagoberbera	verb	
ndaret	noun	
ak	conjunction	
kaam	verb	
.	punc	
<utt>		
kolenji	verb	
jehovah	noun	
kamuktaindet	noun	
ndaret	noun	
,	punc	
amu	verb	
kaiyai	verb	
kii	noun	
,	punc	
kagichubin	verb	
keistaenen	verb	
tuga	noun	
tugul	adjective	
,	punc	
ak	conjunction	
tiony	noun	
age	adjective	
